	index	sentence	origin	lang	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
3775	162	It has title of Venezia	624	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iv	Criteria iii	Criteria ii	0.3497549	0.78627765	False	0.5	0.7687328433442044
3776	163	It has tags of venice, venice	624	other	Criteria iii	Criteria ii	Criteria iv	0.3487294316291809	0.6543597131967545	Criteria i	Criteria ii	Criteria iv	0.40321666	0.7740603	False	0.5	0.6672812837272846
3777	164	It has tags of venice, venice	627	other	Criteria iii	Criteria ii	Criteria iv	0.3487294316291809	0.6543597131967545	Criteria i	Criteria ii	Criteria iv	0.40321666	0.7740603	False	0.5	0.6672812837272846
3778	165	It has title of Venezia	628	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iv	Criteria iii	Criteria ii	0.3497549	0.78627765	False	0.5	0.7687328433442044
3779	166	It has tags of venezia, venedig, europa, italy, venice, building, city, sunset	628	other	Criteria iii	Criteria ii	Criteria iv	0.4865586161613464	0.841976523399353	Criteria ii	Criteria iv	Criteria i	0.43940377	0.86160165	False	0.5	0.5520574290356507
3780	167	It has title of Venetian silhouette	637	other	Criteria vi	Criteria iii	Criteria i	0.2686591148376465	0.6961287707090378	Criteria iv	Criteria iii	Criteria i	0.4859495	0.78271854	False	0.5	0.6216894853324235
3781	168	A little serenade under the Rialto Bridge.	642	other	Criteria iv	Criteria iii	Criteria i	0.2490288615226745	0.5901330560445786	Criteria i	Criteria vi	Criteria iv	0.7094965	0.84506166	False	0.5	0.4883987493070823
3782	170	View of the Rialto Bridge and the Grand Canal.	643	other	Criteria i	Criteria iii	Criteria vii	0.2645837962627411	0.5706747472286224	Criteria i	Criteria vii	Criteria vi	0.36893848	0.7128987	True	0.5	0.8972501313099636
3783	172	It has title of Friuli	644	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iii	Criteria iv	Criteria ii	0.70057464	0.86903405	True	0.5	0.8033507466570918
3784	173	OLYMPUS DIGITAL CAMERA	648	other	Criteria iii	Criteria vi	Criteria iv	0.5692607164382935	0.8220368847250938	Criteria vi	Criteria iii	Criteria iv	0.20498915	0.4848956	False	1.0	0.6595149645458981
3785	174	It has title of Venice..	656	other	Criteria iii	Criteria vi	Criteria iv	0.3401308953762054	0.7292100787162781	Criteria iii	Criteria iv	Criteria ii	0.33169085	0.85639447	True	0.5	0.7633439501142352
3786	175	It has title of venice	657	other	Criteria iii	Criteria vi	Criteria i	0.2753410041332245	0.5836221426725388	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5996139956423527
3787	176	Night view of the Grand Canal and the Basilica of Santa Maria della Salute from the Accademia Bridge in Venice	660	other	Criteria vi	Criteria i	Criteria iv	0.3832184076309204	0.8063990995287895	Criteria vi	Criteria i	Criteria vii	0.35825306	0.72177446	True	0.5	0.9010339085992091
3788	177	It has title of Grand Canal depuis le Ponte dell'Accademia	660	other	Criteria vi	Criteria i	Criteria iv	0.500390350818634	0.8161658048629761	Criteria i	Criteria ii	Criteria iv	0.82924855	0.89337707	False	0.5	0.38859022468978704
3789	182	It has tags of venice	671	other	Criteria iii	Criteria vii	Criteria iv	0.3231966197490692	0.5861267596483231	Criteria i	Criteria ii	Criteria iii	0.75129634	0.8961187	False	0.2	0.2970495440135002
3790	183	It has title of Venice	672	other	Criteria iii	Criteria vi	Criteria i	0.2753410041332245	0.5836221426725388	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5996139956423527
3791	184	It has title of Sunset, entering Venice.	676	other	Criteria iii	Criteria vi	Criteria iv	0.3379460275173187	0.8083737343549728	Criteria vii	Criteria i	Criteria x	0.47077137	0.6998527	False	0.0	0.21803768308233482
3792	185	Venice - More at:	679	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3793	187	Venice - More at:	680	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3794	196	Acqua Alta - More at:	688	other	Criteria vi	Criteria iii	Criteria i	0.2625669836997986	0.5786516219377518	Criteria viii	Criteria vii	Criteria x	0.36020058	0.6872117	False	0.0	0.39184177246714397
3795	201	It has title of Venice	694	other	Criteria iii	Criteria vi	Criteria i	0.2753410041332245	0.5836221426725388	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5996139956423527
3796	202	It has title of Venice	695	other	Criteria iii	Criteria vi	Criteria i	0.2753410041332245	0.5836221426725388	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5996139956423527
3797	203	It has title of Venice	701	other	Criteria iii	Criteria vi	Criteria i	0.2753410041332245	0.5836221426725388	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5996139956423527
3798	204	It has title of Venice	702	other	Criteria iii	Criteria vi	Criteria i	0.2753410041332245	0.5836221426725388	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5996139956423527
3799	205	Bar Da Monica	705	other	Criteria iii	Criteria vi	Criteria iv	0.4742803573608398	0.8759020939469337	Criteria i	Criteria x	Criteria vii	0.3109563	0.5975269	False	0.0	0.32735323329284083
3800	206	Bar da Monica	706	other	Criteria iii	Criteria vi	Criteria iv	0.4742803573608398	0.8759020939469337	Criteria i	Criteria x	Criteria vii	0.3109563	0.5975269	False	0.0	0.32735323329284083
3801	207	It has title of Venice: Giudecca	706	other	Criteria iii	Criteria vi	Criteria i	0.2793685793876648	0.6648914441466331	Criteria i	Criteria iii	Criteria vi	0.27346814	0.7051594	False	1.0	0.8992014605775035
3802	208	Hotel Locanda Canal	722	other	Criteria iii	Criteria iv	Criteria i	0.2792465984821319	0.7119399458169937	Criteria i	Criteria iv	Criteria ii	0.4989934	0.8219948	False	0.5	0.6521635772014797
3803	209	It has title of Venice 9/2021	722	other	Criteria iii	Criteria vi	Criteria i	0.2793685793876648	0.6648914441466331	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5802234522414311
3804	210	It has tags of venice, venedig	722	other	Criteria iii	Criteria vi	Criteria ii	0.3685825169086456	0.6798704713582993	Criteria ii	Criteria i	Criteria iv	0.5153313	0.879947	False	0.2	0.5329594875701731
3805	211	It has title of Venice 9/2021	723	other	Criteria iii	Criteria vi	Criteria i	0.2793685793876648	0.6648914441466331	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5802234522414311
3806	212	It has tags of sanservolo, venice, venedig	723	other	Criteria iii	Criteria iv	Criteria ii	0.4652569591999054	0.7520803287625313	Criteria i	Criteria ii	Criteria iv	0.5239064	0.88069797	False	0.5	0.3394328645158297
3807	213	It has title of Shalom	729	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria vi	Criteria iii	Criteria i	0.7792476	0.8994152	False	0.5	0.5553859156892398
3808	214	It has title of Canale grande / Venecia	730	other	Criteria vi	Criteria iii	Criteria i	0.301047533750534	0.6634722054004669	Criteria i	Criteria iv	Criteria ii	0.67652106	0.8597807	False	0.2	0.4198265755232565
3809	215	It has title of Italy - Venice - Doge's Palace - the Giant's Staircase	744	other	Criteria vi	Criteria iii	Criteria iv	0.46482715010643	0.7454188913106918	Criteria i	Criteria ii	Criteria iv	0.36100024	0.818915	False	0.2	0.5710524870194676
3810	216	It has tags of italy, nikon, d, venice, doges palace, staircase desg, whl, italia	744	other	Criteria ii	Criteria iii	Criteria vi	0.4266571700572967	0.8349300622940063	Criteria ii	Criteria i	Criteria iv	0.5709129	0.88952637	True	0.2	0.8316818054449451
3811	217	It has title of Venice 9/2021	747	other	Criteria iii	Criteria vi	Criteria i	0.2793685793876648	0.6648914441466331	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5802234522414311
3812	218	It has tags of venice, venedig	747	other	Criteria iii	Criteria vi	Criteria ii	0.3685825169086456	0.6798704713582993	Criteria ii	Criteria i	Criteria iv	0.5153313	0.879947	False	0.2	0.5329594875701731
3813	219	It has tags of venedig, venice, venice, biennale, october, architecture	751	other	Criteria iii	Criteria ii	Criteria iv	0.4961365759372711	0.8012000769376755	Criteria i	Criteria ii	Criteria iv	0.45355397	0.9046661	False	0.5	0.31370841309976677
3814	221	It has title of HOPE	755	other	Criteria vi	Criteria iii	Criteria vii	0.2057374268770218	0.5638180524110794	Criteria iii	Criteria i	Criteria ii	0.54014176	0.69783086	False	0.2	0.6928514991349576
3815	222	It has title of LOVE	756	other	Criteria vi	Criteria iii	Criteria vii	0.3197746574878692	0.6956226378679276	Criteria i	Criteria ii	Criteria iii	0.19383034	0.5556208	False	0.2	0.776586047481625
3816	223	E.464.247 at Venezia Santa Lucia, 4 September 2010	758	other	Criteria vi	Criteria iii	Criteria ii	0.4121527671813965	0.738419808447361	Criteria i	Criteria iv	Criteria ii	0.48300764	0.82297194	False	0.2	0.5216643555253739
3817	224	E.414.136 at Venezia Santa Lucia, 4 September 2010	759	other	Criteria vi	Criteria iii	Criteria ii	0.4121527671813965	0.738419808447361	Criteria i	Criteria iv	Criteria ii	0.48300764	0.82297194	False	0.2	0.5216643555253739
3818	225	It has title of Sunrise in Venice	768	other	Criteria vi	Criteria iii	Criteria i	0.2887504696846008	0.5966994762420654	Criteria i	Criteria ii	Criteria x	0.65947646	0.78299224	False	0.2	0.419907822931518
3819	226	It has title of Doorbell	773	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iv	Criteria iii	Criteria i	0.3406531	0.73391455	False	0.5	0.8548822425355534
3820	227	It has tags of black, white, bw, nb, ring, bell, door, doorbell, wood	773	other	Criteria iii	Criteria iv	Criteria vi	0.541479229927063	0.7974344715476036	Criteria iv	Criteria i	Criteria ii	0.3889939	0.8549325	False	0.2	0.4415178831710738
3821	228	It has title of La Fenice, up 2	776	other	Criteria vi	Criteria iii	Criteria iv	0.3981622457504272	0.7992213070392609	Criteria iv	Criteria iii	Criteria vi	0.28902555	0.70928866	False	1.0	0.8151169109520946
3822	231	Another morning long exposure view	787	other	Criteria viii	Criteria x	Criteria vii	0.5096787810325623	0.9055527150630952	Criteria vii	Criteria viii	Criteria x	0.71798193	0.8751314	False	1.0	0.3934929107070255
3823	232	Venice - More at:	797	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3824	234	Venice - More at:	798	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3825	236	Venice - More at:	799	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3826	238	Venice - More at:	800	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3827	242	Venice - More at:	803	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3828	244	Venice - More at:	804	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3829	246	Venice - More at:	805	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3830	248	Venice - More at:	806	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3831	253	0914 z/b 2.	832	other	Criteria iii	Criteria vi	Criteria iv	0.7375085949897766	0.9012267217040062	Criteria iii	Criteria iv	Criteria ii	0.28699937	0.75372285	True	0.5	0.7360831783521149
3832	254	It has title of Great channel	832	other	Criteria vi	Criteria iii	Criteria vii	0.2235985994338989	0.549368180334568	Criteria vii	Criteria x	Criteria ix	0.64918077	0.8111523	False	0.2	0.41819604549680217
3833	255	It has tags of venice, masks	835	other	Criteria iii	Criteria iv	Criteria vi	0.4917308092117309	0.7457191124558449	Criteria i	Criteria ii	Criteria iii	0.6320552	0.88396573	False	0.2	0.3410011572018338
3834	257	Venice - More at:	850	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3835	259	Venice - More at:	851	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3836	261	Venice - More at:	852	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3837	263	Venice - More at:	853	other	Criteria vi	Criteria iii	Criteria ii	0.3305944204330444	0.6984497606754303	Criteria ii	Criteria iv	Criteria i	0.72449005	0.9180229	False	0.2	0.4619548246453327
3838	272	It has title of Venice	868	other	Criteria iii	Criteria vi	Criteria i	0.2753410041332245	0.5836221426725388	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5996139956423527
3839	273	It has title of Calle largo de Castelo (from Ponte San Pietro)	870	other	Criteria vi	Criteria i	Criteria iii	0.4738098382949829	0.7866571992635727	Criteria i	Criteria iv	Criteria vi	0.69819415	0.8436911	False	0.5	0.455521950708549
3840	274	It has title of Venezia	875	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iv	Criteria iii	Criteria ii	0.3497549	0.78627765	False	0.5	0.7687328433442044
3841	275	It has title of Monastery: Burial	879	other	Criteria iii	Criteria vi	Criteria iv	0.3720300495624542	0.8551260828971863	Criteria vi	Criteria iii	Criteria iv	0.42580444	0.8586025	False	1.0	0.9696858843830992
3842	276	It has title of The Arena	882	other	Criteria iii	Criteria vi	Criteria iv	0.2597115039825439	0.5898740589618683	Criteria ii	Criteria iv	Criteria i	0.32431343	0.7728838	False	0.2	0.6110551717281935
3843	277	It has title of Monastery Church: Interior	883	other	Criteria i	Criteria iii	Criteria iv	0.2590356469154358	0.6798145323991776	Criteria vi	Criteria iv	Criteria iii	0.29955652	0.7633718	False	0.5	0.8917306759739662
3844	278	Like a snake wanting to swallow	888	other	Criteria vii	Criteria x	Criteria vi	0.2886308133602142	0.5866833031177521	Criteria vii	Criteria x	Criteria i	0.20540169	0.5451928	True	0.5	0.9300165788280876
3845	280	It has title of Venezia	900	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iv	Criteria iii	Criteria ii	0.3497549	0.78627765	False	0.5	0.7687328433442044
3846	281	It has tags of Venice, Province of Venice, Italy, Byerwin, outside Art Ber	900	other	Criteria iii	Criteria ii	Criteria iv	0.3207709789276123	0.7844265997409821	Criteria i	Criteria ii	Criteria iii	0.46746212	0.8325698	False	0.5	0.5784647622091138
3847	282	It has title of Venice - June 2021	921	other	Criteria vi	Criteria iii	Criteria vii	0.2501081228256225	0.5975976660847664	Criteria iv	Criteria i	Criteria ii	0.3262934	0.70862937	False	0.0	0.605582469290294
3848	283	It has tags of europe, italy, vacation, sun, venice, osm, k, venice	921	other	Criteria ii	Criteria iii	Criteria vi	0.422207772731781	0.8788179755210876	Criteria iv	Criteria ii	Criteria vi	0.39963084	0.7382879	False	0.5	0.6247035338130997
3849	284	It has title of 3D-printed lunar floor	923	other	Criteria vi	Criteria iii	Criteria viii	0.3203587830066681	0.634718731045723	Criteria viii	Criteria iii	Criteria i	0.27122825	0.5389062	False	0.5	0.7751345383528438
3850	285	It has title of Mario DeBiasi	924	other	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria i	Criteria iii	Criteria iv	0.3135532	0.6844533	False	0.5	0.796560305130248
3851	286	It has tags of venezia	925	other	Criteria iii	Criteria vii	Criteria iv	0.3335069119930267	0.5847160816192627	Criteria iv	Criteria iii	Criteria ii	0.30897745	0.7517584	False	0.5	0.8185951085520746
3852	287	It has title of Venice - June 2021	930	other	Criteria vi	Criteria iii	Criteria vii	0.2501081228256225	0.5975976660847664	Criteria iv	Criteria i	Criteria ii	0.3262934	0.70862937	False	0.0	0.605582469290294
3853	288	It has tags of europe, italy, italy, venice, osm, k, venice	930	other	Criteria ii	Criteria iii	Criteria vi	0.6137838363647461	0.8992967307567596	Criteria ii	Criteria iv	Criteria i	0.7295405	0.91203004	True	0.2	0.9635300637831541
3854	289	It has title of VENICE - relaxation	950	other	Criteria iii	Criteria vi	Criteria i	0.2793685793876648	0.6648914441466331	Criteria vii	Criteria x	Criteria i	0.50308585	0.6692573	False	0.2	0.345123485506965
3855	290	It has tags of venezia	950	other	Criteria iii	Criteria vii	Criteria iv	0.3335069119930267	0.5847160816192627	Criteria iv	Criteria iii	Criteria ii	0.30897745	0.7517584	False	0.5	0.8185951085520746
3856	291	It has tags of doors	959	other	Criteria iii	Criteria iv	Criteria i	0.4731997549533844	0.7353529781103134	Criteria iv	Criteria iii	Criteria i	0.41641232	0.76928556	False	1.0	0.6917686465305319
3857	292	It has tags of venice, italy, venedig, venezia	1011	other	Criteria ii	Criteria iii	Criteria vi	0.3985500931739807	0.8404834866523743	Criteria ii	Criteria i	Criteria iv	0.7496876	0.92322266	True	0.2	0.796395791722851
3858	293	Venice   ( Click Here )	1018	other	Criteria vi	Criteria iii	Criteria ii	0.3997688591480255	0.8219244927167892	Criteria i	Criteria iv	Criteria vi	0.20728716	0.51092434	False	0.2	0.724911592620898
3859	294	It has title of THE CANAL	1018	other	Criteria iii	Criteria vi	Criteria iv	0.2197094559669494	0.5265830755233765	Criteria iii	Criteria vi	Criteria i	0.452872	0.76189387	True	0.5	0.8642977225051728
3860	295	Venice - three Oci	1024	other	Criteria iii	Criteria vi	Criteria iv	0.4333021938800812	0.8331394791603088	Criteria i	Criteria ii	Criteria vi	0.38226116	0.76809174	False	0.2	0.46040030248661906
3861	296	It has title of Mario De Biasi exhibition	1024	other	Criteria vi	Criteria i	Criteria iv	0.3520324826240539	0.723190426826477	Criteria ii	Criteria i	Criteria iv	0.43605718	0.9077401	False	0.5	0.5328049076661573
3862	297	It has title of Venice Sunset	1045	other	Criteria iii	Criteria vi	Criteria i	0.2793685793876648	0.6648914441466331	Criteria i	Criteria iii	Criteria iv	0.25705838	0.5528517	False	0.5	0.7972297520623695
3863	298	It has tags of venice, sunset, venezia, italy, europa, venedig, velence	1045	other	Criteria iii	Criteria ii	Criteria vi	0.38547283411026	0.8586864322423935	Criteria i	Criteria ii	Criteria iv	0.4458477	0.8046718	False	0.2	0.4408745279295434
3864	299	It has tags of europe, venice	1046	other	Criteria iii	Criteria ii	Criteria vi	0.2864694893360138	0.6753812879323959	Criteria ii	Criteria i	Criteria iv	0.52785784	0.90256673	False	0.2	0.6407527988450418
3865	300	It has title of View from the Doge's Palace	1048	other	Criteria vi	Criteria iii	Criteria ii	0.3792232871055603	0.7559518963098526	Criteria i	Criteria iv	Criteria vi	0.42444646	0.72201025	False	0.2	0.5063314561485125
3866	301	It has title of Osteria al Portego	1117	other	Criteria iii	Criteria vi	Criteria iv	0.3208024501800537	0.7793083637952805	Criteria ii	Criteria iv	Criteria i	0.48446482	0.7967127	False	0.2	0.40245994463597184
3867	302	Buffala Caprese Salad	1118	other	Criteria iii	Criteria vi	Criteria iv	0.5692607164382935	0.8220368847250938	Criteria iii	Criteria vii	Criteria iv	0.15289657	0.42499745	True	0.5	0.6381825662738516
3868	303	It has title of Osteria al Portego	1118	other	Criteria iii	Criteria vi	Criteria iv	0.3208024501800537	0.7793083637952805	Criteria ii	Criteria iv	Criteria i	0.48446482	0.7967127	False	0.2	0.40245994463597184
3869	304	It has title of escape from Venice	1138	other	Criteria vi	Criteria iii	Criteria iv	0.3269065022468567	0.6968807280063629	Criteria vi	Criteria iii	Criteria iv	0.33570284	0.65222335	True	1.0	0.9421751586811047
3870	305	It has title of Arsenal	1139	other	Criteria iii	Criteria vi	Criteria iv	0.290719985961914	0.6336357146501541	Criteria ii	Criteria iii	Criteria iv	0.37954143	0.7149398	False	0.5	0.6884112161217032
3871	307	It has title of Canal in Venice	1147	other	Criteria vi	Criteria i	Criteria iii	0.2426000237464904	0.6165718585252762	Criteria i	Criteria iv	Criteria vi	0.69079316	0.8215278	False	0.5	0.5906417296224148
3872	308	It has title of Banksy Street Art	1168	other	Criteria i	Criteria iv	Criteria iii	0.3929769098758697	0.736627534031868	Criteria i	Criteria ii	Criteria iii	0.41975507	0.70241904	True	0.5	0.9355819423709479
3873	309	It has title of i frari	1179	other	Criteria iii	Criteria vi	Criteria iv	0.3021664619445801	0.676249161362648	Criteria iii	Criteria i	Criteria iv	0.6073504	0.85989076	True	0.5	0.8086714866651749
3874	310	Cathedral of San Giorgio Maggiore (Italian)	1182	other	Criteria i	Criteria iv	Criteria ii	0.6470254063606262	0.8915354683995247	Criteria ii	Criteria i	Criteria vi	0.34982368	0.7894471	False	0.5	0.7277105709390133
3875	311	San Giorgio Maggiore) - Cathedral in Venice, on the island of San Giorgio Maggiore	1182	other	Criteria i	Criteria vi	Criteria iii	0.3658724129199981	0.8117257580161095	Criteria i	Criteria vi	Criteria iv	0.36462557	0.80751354	True	0.5	0.9727914809981837
3876	312	Erected between 1566 and 1610	1182	other	Criteria i	Criteria ii	Criteria iii	0.3103821873664856	0.6987603455781937	Criteria iv	Criteria i	Criteria ii	0.5625706	0.89128333	False	0.5	0.6877531990255931
3877	313	Architect: Andrea Palladio	1182	other	Criteria i	Criteria ii	Criteria iv	0.8954510688781738	0.9816769156605004	Criteria i	Criteria vi	Criteria iv	0.7733307	0.890454	True	0.5	0.995056866948578
3878	314	after the death of the master, the temple was completed by his student Vincenzo Scamozzi.	1182	other	Criteria i	Criteria iv	Criteria iii	0.5984779000282288	0.8397181257605553	Criteria i	Criteria ii	Criteria iv	0.6790275	0.9151896	True	0.5	0.9646035689083959
3879	315	Façade erected 1607-11	1185	other	Criteria iii	Criteria i	Criteria vi	0.3899177312850952	0.8362518697977066	Criteria iii	Criteria vi	Criteria i	0.5358875	0.85739434	True	1.0	0.8681986741758958
3880	316	St. Mark's Cathedral (Italian)	1186	other	Criteria i	Criteria iv	Criteria ii	0.4628351628780365	0.7890672534704208	Criteria vi	Criteria iv	Criteria ii	0.32746252	0.75491315	False	0.5	0.7621309886037478
3881	317	"Basilica di San Marco - ""Basilica of San Marco"", ven"	1186	other	Criteria i	Criteria iv	Criteria ii	0.7283627390861511	0.909399501979351	Criteria i	Criteria vi	Criteria ii	0.27790773	0.7511462	True	0.5	0.7240998221402678
3882	318	Baxełega de San Marco) - the Cathedral of Venice (until 1807 - the court chapel at the Doge's Palace), which is a rare example of Byzantine architecture in Western Europe	1186	other	Criteria iv	Criteria i	Criteria iii	0.4835529029369354	0.8460538163781166	Criteria i	Criteria iv	Criteria ii	0.62457585	0.89148414	False	0.5	0.7279630338182266
3883	319	Located in St. Mark's Square, next to the Doge's Palace	1186	other	Criteria vi	Criteria iv	Criteria iii	0.2422801405191421	0.6526329815387726	Criteria iv	Criteria vi	Criteria i	0.370503	0.84185135	False	0.5	0.8636858277788708
3884	320	It has the status of a patriarchal basilica.	1186	other	Criteria iii	Criteria iv	Criteria vi	0.5034386515617371	0.86824931204319	Criteria vi	Criteria iii	Criteria iv	0.53350645	0.8183789	False	1.0	0.5573691857296007
3885	322	It has title of Bridge of Heaven	1229	other	Criteria vi	Criteria iii	Criteria i	0.3248053789138794	0.714348316192627	Criteria i	Criteria iii	Criteria vi	0.32279333	0.8143699	False	1.0	0.8943651126744964
3886	324	It has title of Time does not pass, it is we who pass	1241	other	Criteria vi	Criteria iii	Criteria vii	0.3190617263317108	0.6442224979400635	Criteria vi	Criteria i	Criteria iii	0.65424347	0.8682047	True	0.5	0.8267493940511442
3887	325	It has title of view from Santa Croce	1244	other	Criteria vi	Criteria i	Criteria iii	0.338172435760498	0.6927605867385864	Criteria vii	Criteria i	Criteria vi	0.5593433	0.76618326	False	0.5	0.46470603267771965
3888	326	It has title of Lights on the Grand Canal	1247	other	Criteria vi	Criteria i	Criteria ii	0.3091362118721008	0.6613850295543671	Criteria i	Criteria ii	Criteria x	0.75658983	0.8379035	False	0.5	0.5432915634877007
3889	327	It has title of Venezia	1253	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iv	Criteria iii	Criteria ii	0.3497549	0.78627765	False	0.5	0.7687328433442044
3890	328	It has title of Foundations of Dose No.	1266	other	Criteria iii	Criteria vi	Criteria iv	0.3251771330833435	0.7997183054685593	Criteria ii	Criteria i	Criteria iv	0.7490427	0.8712068	False	0.2	0.26955029724928425
3891	329	It has title of photographer	1318	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iii	Criteria i	Criteria vi	0.41539398	0.6884097	True	0.5	0.9260661747641862
3892	330	Ponte de Le Tette	1371	other	Criteria i	Criteria vi	Criteria iv	0.405386209487915	0.8719199597835541	Criteria iv	Criteria i	Criteria vi	0.39605737	0.84455514	False	1.0	0.7264233641352974
3893	331	It has title of Pediment of Saint Mark's Basilica	1377	other	Criteria vi	Criteria i	Criteria iii	0.3290466368198395	0.7104237675666809	Criteria i	Criteria iv	Criteria ii	0.45603547	0.83229446	False	0.2	0.7584110970452796
3894	332	It has title of view of the Grand Canal and Basilica of Santa Maria della Salute	1378	other	Criteria i	Criteria vi	Criteria iv	0.3686810135841369	0.8175317198038101	Criteria vi	Criteria i	Criteria iv	0.2874605	0.80790687	False	1.0	0.9223705880690172
3895	333	Squero San Trovaso Gondola shipyard Venice	1422	other	Criteria vi	Criteria iii	Criteria i	0.3501629829406738	0.7872440069913864	Criteria ii	Criteria iv	Criteria i	0.64795613	0.9270482	False	0.2	0.2674945866464893
3896	334	It has title of Banksy Street Art - Venice	1423	other	Criteria i	Criteria iii	Criteria iv	0.2724564373493194	0.7169958651065826	Criteria i	Criteria ii	Criteria iv	0.58062744	0.85641557	True	0.5	0.7163573238664487
3897	335	It has tags of venice	1455	other	Criteria iii	Criteria vii	Criteria iv	0.3231966197490692	0.5861267596483231	Criteria i	Criteria ii	Criteria iii	0.75129634	0.8961187	False	0.2	0.2970495440135002
3898	336	It has title of Venice June 2004 (Italy) SW	1456	other	Criteria vi	Criteria iii	Criteria i	0.3236500322818756	0.6626380085945129	Criteria iii	Criteria vi	Criteria iv	0.24285638	0.6485656	False	0.5	0.8879508766947771
3899	337	It has title of Venice June 2004 (Italy) SW	1472	other	Criteria vi	Criteria iii	Criteria i	0.3236500322818756	0.6626380085945129	Criteria iii	Criteria vi	Criteria iv	0.24285638	0.6485656	False	0.5	0.8879508766947771
3900	338	It has title of Venician Intrigue	1476	other	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria iii	Criteria i	Criteria iv	0.8743877	0.93308735	True	0.5	0.7144333703404094
