	index	sentence	origin	lang	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
734	644	It has tags of suzhou, jeans, china	1562	other	Criteria iii	Criteria vi	Criteria ii	0.4567572772502899	0.7901647835969925	Criteria vi	Criteria iii	Criteria iv	0.3189319	0.7502516	False	0.5	0.849924943579356
735	645	It has tags of suzhou, jeans, china	1563	other	Criteria iii	Criteria vi	Criteria ii	0.4567572772502899	0.7901647835969925	Criteria vi	Criteria iii	Criteria iv	0.3189319	0.7502516	False	0.5	0.849924943579356
736	684	It has title of Shanghai18_124	1887	other	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria iii	Criteria iv	Criteria vi	0.29164356	0.65852016	True	1.0	0.9445262117229212
737	685	It has title of Shanghai18_108	1888	other	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria iii	Criteria iv	Criteria vi	0.29164356	0.65852016	True	1.0	0.9445262117229212
738	686	It has title of Shanghai18_106	1889	other	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria iii	Criteria iv	Criteria vi	0.29164356	0.65852016	True	1.0	0.9445262117229212
739	687	It has title of Shanghai18_103	1890	other	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria iii	Criteria iv	Criteria vi	0.29164356	0.65852016	True	1.0	0.9445262117229212
740	704	It has tags of suzhou, china, humble, administrator, garden	1908	other	Criteria iii	Criteria ii	Criteria vi	0.3763517439365387	0.8793890178203583	Criteria iii	Criteria iv	Criteria ii	0.6200184	0.9017134	True	0.5	0.8330176745109832
741	706	It has tags of suzhou, china, humble, administrator, garden	1909	other	Criteria iii	Criteria ii	Criteria vi	0.3763517439365387	0.8793890178203583	Criteria iii	Criteria iv	Criteria ii	0.6200184	0.9017134	True	0.5	0.8330176745109832
742	708	It has tags of suzhou, china, humble, administrator, garden	1910	other	Criteria iii	Criteria ii	Criteria vi	0.3763517439365387	0.8793890178203583	Criteria iii	Criteria iv	Criteria ii	0.6200184	0.9017134	True	0.5	0.8330176745109832
743	710	It has tags of suzhou, china, humble, administrator, garden	1911	other	Criteria iii	Criteria ii	Criteria vi	0.3763517439365387	0.8793890178203583	Criteria iii	Criteria iv	Criteria ii	0.6200184	0.9017134	True	0.5	0.8330176745109832
744	712	It has tags of suzhou, china	1912	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
745	714	It has tags of suzhou, china	1913	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
746	716	It has tags of suzhou, china	1914	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
747	718	It has tags of suzhou, china	1915	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
748	720	It has tags of suzhou, china	1916	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
749	722	It has tags of suzhou, china	1917	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
750	724	It has tags of suzhou, china	1918	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
751	726	It has tags of suzhou, china	1919	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
752	728	It has tags of suzhou, china	1920	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
753	730	It has tags of suzhou, china	1921	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
754	732	It has tags of suzhou, china	1922	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
755	734	It has tags of suzhou, china	1923	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
756	736	It has tags of suzhou, china	1924	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
757	738	It has tags of suzhou, china	1925	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
758	741	It has tags of suzhou, china	1927	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
759	754	It has title of image	1942	other	Criteria iii	Criteria vi	Criteria i	0.2872381806373596	0.6873857527971268	Criteria iii	Criteria i	Criteria vi	0.46030027	0.7430826	True	1.0	0.8926863043452185
760	764	It has title of Sūzhōu	2099	other	Criteria vi	Criteria iii	Criteria i	0.2394671291112899	0.6106077283620834	Criteria iii	Criteria i	Criteria vi	0.32110757	0.6180714	False	1.0	0.8946298495186981
761	773	It has tags of china, places	2115	other	Criteria iii	Criteria vi	Criteria iv	0.4402683079242706	0.7383455634117126	Criteria vi	Criteria iii	Criteria iv	0.29469687	0.70580506	False	1.0	0.8329413299559343
762	775	It has tags of china, places	2116	other	Criteria iii	Criteria vi	Criteria iv	0.4402683079242706	0.7383455634117126	Criteria vi	Criteria iii	Criteria iv	0.29469687	0.70580506	False	1.0	0.8329413299559343
763	777	It has tags of china, places	2117	other	Criteria iii	Criteria vi	Criteria iv	0.4402683079242706	0.7383455634117126	Criteria vi	Criteria iii	Criteria iv	0.29469687	0.70580506	False	1.0	0.8329413299559343
764	890	Lingering garden, Suzhou, China	2331	other	Criteria iii	Criteria vi	Criteria ii	0.3855761587619781	0.790061891078949	Criteria i	Criteria iv	Criteria iii	0.33074173	0.6245413	False	0.2	0.556441510648354
765	930	It has title of Autumn nostalgia	2418	other	Criteria vii	Criteria viii	Criteria x	0.2393379956483841	0.5409202426671982	Criteria vi	Criteria iv	Criteria iii	0.287301	0.6575286	False	0.0	0.5550882428846838
766	931	It has tags of autumn	2418	other	Criteria vii	Criteria x	Criteria ix	0.3692841231822967	0.8368299901485443	Criteria i	Criteria iii	Criteria vii	0.23445706	0.54865223	False	0.2	0.44535091006968386
767	932	It has title of mmexport1512464899652	2437	other	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria iii	Criteria x	Criteria iv	0.24230823	0.57161224	True	0.5	0.8010706174481129
768	933	It has title of mmexport1512464923705	2438	other	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria iii	Criteria x	Criteria iv	0.24230823	0.57161224	True	0.5	0.8010706174481129
769	934	It has title of Silk Workers	2439	other	Criteria iii	Criteria vi	Criteria iv	0.4273572266101837	0.8153182864189148	Criteria iii	Criteria ii	Criteria v	0.8173833	0.8766566	True	0.2	0.8326496368261018
770	940	It has title of Vase details, Humble Administrator Garden - Suzhou, Garden	2445	other	Criteria iii	Criteria vi	Criteria iv	0.364827036857605	0.779771238565445	Criteria iii	Criteria i	Criteria iv	0.79955775	0.9179654	True	0.5	0.7991621392293171
771	941	It has tags of china, dragon, vase, suzhou, garden	2445	other	Criteria iii	Criteria vi	Criteria ii	0.381404846906662	0.8627519607543945	Criteria iii	Criteria vi	Criteria ii	0.3182561	0.72780985	True	1.0	0.9620740024999324
772	951	It has tags of hangzhou, china	2458	other	Criteria iii	Criteria vi	Criteria vii	0.3584904074668884	0.6331034749746323	Criteria ii	Criteria iii	Criteria iv	0.32139552	0.73106796	False	0.2	0.7407270947132032
773	953	It has tags of hangzhou, china	2459	other	Criteria iii	Criteria vi	Criteria vii	0.3584904074668884	0.6331034749746323	Criteria ii	Criteria iii	Criteria iv	0.32139552	0.73106796	False	0.2	0.7407270947132032
774	955	It has tags of china, hangzhou	2460	other	Criteria iii	Criteria vi	Criteria ii	0.4417752027511596	0.7347701042890549	Criteria ii	Criteria vi	Criteria iv	0.32378003	0.78346395	False	0.5	0.6454530916556106
775	957	It has tags of hangzhou, china	2461	other	Criteria iii	Criteria vi	Criteria vii	0.3584904074668884	0.6331034749746323	Criteria ii	Criteria iii	Criteria iv	0.32139552	0.73106796	False	0.2	0.7407270947132032
776	959	It has tags of hangzhou, china	2462	other	Criteria iii	Criteria vi	Criteria vii	0.3584904074668884	0.6331034749746323	Criteria ii	Criteria iii	Criteria iv	0.32139552	0.73106796	False	0.2	0.7407270947132032
777	961	It has tags of hangzhou, china	2463	other	Criteria iii	Criteria vi	Criteria vii	0.3584904074668884	0.6331034749746323	Criteria ii	Criteria iii	Criteria iv	0.32139552	0.73106796	False	0.2	0.7407270947132032
778	963	It has tags of hangzhou, china	2464	other	Criteria iii	Criteria vi	Criteria vii	0.3584904074668884	0.6331034749746323	Criteria ii	Criteria iii	Criteria iv	0.32139552	0.73106796	False	0.2	0.7407270947132032
779	965	It has tags of hangzhou, china	2465	other	Criteria iii	Criteria vi	Criteria vii	0.3584904074668884	0.6331034749746323	Criteria ii	Criteria iii	Criteria iv	0.32139552	0.73106796	False	0.2	0.7407270947132032
780	967	It has tags of hangzhou, china	2466	other	Criteria iii	Criteria vi	Criteria vii	0.3584904074668884	0.6331034749746323	Criteria ii	Criteria iii	Criteria iv	0.32139552	0.73106796	False	0.2	0.7407270947132032
781	969	It has tags of hangzhou, china	2467	other	Criteria iii	Criteria vi	Criteria vii	0.3584904074668884	0.6331034749746323	Criteria ii	Criteria iii	Criteria iv	0.32139552	0.73106796	False	0.2	0.7407270947132032
782	971	It has tags of hangzhou, china	2468	other	Criteria iii	Criteria vi	Criteria vii	0.3584904074668884	0.6331034749746323	Criteria ii	Criteria iii	Criteria iv	0.32139552	0.73106796	False	0.2	0.7407270947132032
783	973	It has tags of hangzhou, china	2469	other	Criteria iii	Criteria vi	Criteria vii	0.3584904074668884	0.6331034749746323	Criteria ii	Criteria iii	Criteria iv	0.32139552	0.73106796	False	0.2	0.7407270947132032
784	975	It has tags of hangzhou, china	2470	other	Criteria iii	Criteria vi	Criteria vii	0.3584904074668884	0.6331034749746323	Criteria ii	Criteria iii	Criteria iv	0.32139552	0.73106796	False	0.2	0.7407270947132032
785	977	It has tags of china, hangzhou	2471	other	Criteria iii	Criteria vi	Criteria ii	0.4417752027511596	0.7347701042890549	Criteria ii	Criteria vi	Criteria iv	0.32378003	0.78346395	False	0.5	0.6454530916556106
786	1025	Suzhou Shu China	2738	other	Criteria iii	Criteria vi	Criteria ii	0.5961694717407227	0.946010872721672	Criteria iii	Criteria ii	Criteria iv	0.42674336	0.76926625	True	0.5	0.8943578473723404
787	1026	It has title of Barber	2738	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iii	Criteria i	Criteria x	0.62290585	0.75311244	True	0.2	0.8183904665669914
788	1027	It has title of Suzhou Shu	2739	other	Criteria vi	Criteria iii	Criteria iv	0.3795421421527862	0.7883364334702492	Criteria iii	Criteria vi	Criteria iv	0.5916002	0.7937201	False	1.0	0.8043442577466555
789	1028	It has title of Walkway	2740	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria i	Criteria vii	Criteria x	0.35252184	0.6414913	False	0.0	0.536491157873338
790	1099	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	2858	other	Criteria iii	Criteria iv	Criteria ii	0.3442288637161255	0.7150001972913742	Criteria vi	Criteria iv	Criteria ii	0.32209116	0.8177248	False	0.5	0.7974303433835883
791	1101	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	2859	other	Criteria iii	Criteria iv	Criteria ii	0.3442288637161255	0.7150001972913742	Criteria vi	Criteria iv	Criteria ii	0.32209116	0.8177248	False	0.5	0.7974303433835883
792	1104	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	2861	other	Criteria iii	Criteria iv	Criteria ii	0.3442288637161255	0.7150001972913742	Criteria vi	Criteria iv	Criteria ii	0.32209116	0.8177248	False	0.5	0.7974303433835883
793	1106	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	2862	other	Criteria iii	Criteria iv	Criteria ii	0.3442288637161255	0.7150001972913742	Criteria vi	Criteria iv	Criteria ii	0.32209116	0.8177248	False	0.5	0.7974303433835883
794	1137	It has tags of china, jiangsu, pingjiang, suzhou, peoplesrepublicofchina	2893	other	Criteria iii	Criteria ii	Criteria vi	0.4677950739860534	0.8815493136644363	Criteria x	Criteria iii	Criteria ii	0.31242266	0.6269998	False	0.5	0.6105524826077935
795	1145	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	2900	other	Criteria iii	Criteria ii	Criteria vi	0.4926302134990692	0.8696006536483765	Criteria iii	Criteria vi	Criteria ii	0.49168485	0.6998198	True	1.0	0.9681194750689519
796	1147	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	2901	other	Criteria iii	Criteria ii	Criteria vi	0.4926302134990692	0.8696006536483765	Criteria iii	Criteria vi	Criteria ii	0.49168485	0.6998198	True	1.0	0.9681194750689519
797	1154	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	2907	other	Criteria iii	Criteria iv	Criteria ii	0.3442288637161255	0.7150001972913742	Criteria vi	Criteria iv	Criteria ii	0.32209116	0.8177248	False	0.5	0.7974303433835883
798	1156	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	2908	other	Criteria iii	Criteria iv	Criteria ii	0.3442288637161255	0.7150001972913742	Criteria vi	Criteria iv	Criteria ii	0.32209116	0.8177248	False	0.5	0.7974303433835883
799	1159	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	2910	other	Criteria vi	Criteria iii	Criteria ii	0.5919429659843445	0.9321447908878326	Criteria ii	Criteria vi	Criteria iv	0.39188278	0.7417996	False	0.5	0.5934384570873041
800	1162	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	2912	other	Criteria vi	Criteria iii	Criteria ii	0.5919429659843445	0.9321447908878326	Criteria ii	Criteria vi	Criteria iv	0.39188278	0.7417996	False	0.5	0.5934384570873041
801	1172	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	2921	other	Criteria iii	Criteria ii	Criteria vi	0.4926302134990692	0.8696006536483765	Criteria iii	Criteria vi	Criteria ii	0.49168485	0.6998198	True	1.0	0.9681194750689519
802	1173	Battle of Peitsang 05	2941	other	Criteria iii	Criteria vi	Criteria iv	0.4632408618927002	0.8470155596733093	Criteria vi	Criteria iv	Criteria iii	0.44172972	0.80773795	False	1.0	0.7083572098051427
803	1174	It has tags of news, china, war	2941	other	Criteria iii	Criteria ii	Criteria vi	0.4041875600814819	0.7553448528051376	Criteria vi	Criteria iv	Criteria iii	0.6517378	0.8788038	False	0.5	0.5271736786132405
804	1196	2018 Nov Nanjing Jiangsu China	3055	other	Criteria iii	Criteria vi	Criteria ii	0.4938138723373413	0.7871297672390938	Criteria x	Criteria ix	Criteria vii	0.6596549	0.8700628	False	0.0	0.09166317181944117
805	1198	It has tags of china, jiangsu	3055	other	Criteria iii	Criteria vi	Criteria ii	0.4125151932239532	0.7573695033788681	Criteria vi	Criteria iv	Criteria iii	0.42202765	0.7605219	False	0.5	0.7534140981697439
806	1199	2018 Nov Nanjing Jiangsu China	3056	other	Criteria iii	Criteria vi	Criteria ii	0.4938138723373413	0.7871297672390938	Criteria x	Criteria ix	Criteria vii	0.6596549	0.8700628	False	0.0	0.09166317181944117
807	1201	It has tags of china, jiangsu	3056	other	Criteria iii	Criteria vi	Criteria ii	0.4125151932239532	0.7573695033788681	Criteria vi	Criteria iv	Criteria iii	0.42202765	0.7605219	False	0.5	0.7534140981697439
808	1245	It has tags of china, shanghai, sony	3108	other	Criteria iii	Criteria ii	Criteria vi	0.4233097434043884	0.8343558758497238	Criteria vi	Criteria iv	Criteria ii	0.33303347	0.70238185	False	0.5	0.7848580995431806
809	1247	It has tags of china, shanghai, sony	3109	other	Criteria iii	Criteria ii	Criteria vi	0.4233097434043884	0.8343558758497238	Criteria vi	Criteria iv	Criteria ii	0.33303347	0.70238185	False	0.5	0.7848580995431806
810	1249	It has tags of china, shanghai, sony	3110	other	Criteria iii	Criteria ii	Criteria vi	0.4233097434043884	0.8343558758497238	Criteria vi	Criteria iv	Criteria ii	0.33303347	0.70238185	False	0.5	0.7848580995431806
811	1250	It has title of Freshmeat	3131	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria x	Criteria vii	Criteria v	0.37511507	0.6264201	False	0.0	0.40130131755101084
812	1251	It has title of Fireball	3139	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria ii	Criteria i	Criteria iv	0.22179802	0.5544316	False	0.2	0.771321559735974
813	1252	It has tags of chinasuzhou	3139	other	Criteria iii	Criteria vii	Criteria iv	0.3335069119930267	0.5847160816192627	Criteria iii	Criteria vi	Criteria iv	0.39827573	0.6727265	True	0.5	0.9288299855976964
814	1253	It has tags of red	3162	other	Criteria vii	Criteria x	Criteria viii	0.4980564713478088	0.8213498815894127	Criteria i	Criteria iii	Criteria iv	0.323759	0.6810791	False	0.0	0.18110297611099907
815	1254	It has tags of china, suzhou	3171	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
816	1255	It has tags of china, suzhou	3172	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
817	1256	It has tags of china, suzhou	3173	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
818	1257	It has tags of china, suzhou	3174	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
819	1258	It has tags of china, suzhou	3175	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
820	1259	It has tags of china, suzhou	3176	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
821	1260	It has tags of china, suzhou	3177	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
822	1261	It has tags of china, suzhou	3178	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
823	1262	It has tags of china, suzhou	3179	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
824	1263	It has tags of china, suzhou	3180	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
825	1264	It has tags of china, suzhou	3181	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
826	1265	It has tags of china, suzhou	3182	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
827	1266	It has tags of china, suzhou	3183	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
828	1267	It has tags of china, suzhou	3184	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
829	1268	It has tags of china, suzhou	3185	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
830	1269	It has tags of china, suzhou	3186	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
831	1270	It has tags of china, suzhou	3187	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
832	1271	It has tags of china, suzhou	3188	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
833	1272	It has tags of china, suzhou	3189	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
834	1273	It has tags of china, suzhou	3190	other	Criteria iii	Criteria vi	Criteria ii	0.4577445387840271	0.7765072882175446	Criteria vi	Criteria ii	Criteria iii	0.3432722	0.7114331	False	1.0	0.7728436803426766
835	1277	It has tags of suzhou, china, masterofnetsgarden	3254	other	Criteria iii	Criteria vi	Criteria ii	0.4602291584014892	0.8017260804772377	Criteria i	Criteria ii	Criteria iv	0.47827178	0.8856396	False	0.2	0.2815493005413416
836	1282	It has tags of suzhou, china, masterofnetsgarden	3258	other	Criteria iii	Criteria vi	Criteria ii	0.4602291584014892	0.8017260804772377	Criteria i	Criteria ii	Criteria iv	0.47827178	0.8856396	False	0.2	0.2815493005413416
837	1284	It has tags of suzhou, china, masterofnetsgarden	3259	other	Criteria iii	Criteria vi	Criteria ii	0.4602291584014892	0.8017260804772377	Criteria i	Criteria ii	Criteria iv	0.47827178	0.8856396	False	0.2	0.2815493005413416
838	1286	It has tags of suzhou, china, masterofnetsgarden	3260	other	Criteria iii	Criteria vi	Criteria ii	0.4602291584014892	0.8017260804772377	Criteria i	Criteria ii	Criteria iv	0.47827178	0.8856396	False	0.2	0.2815493005413416
839	1289	It has tags of suzhou, china, masterofnetsgarden	3262	other	Criteria iii	Criteria vi	Criteria ii	0.4602291584014892	0.8017260804772377	Criteria i	Criteria ii	Criteria iv	0.47827178	0.8856396	False	0.2	0.2815493005413416
840	1292	It has tags of suzhou, china, masterofnetsgarden	3264	other	Criteria iii	Criteria vi	Criteria ii	0.4602291584014892	0.8017260804772377	Criteria i	Criteria ii	Criteria iv	0.47827178	0.8856396	False	0.2	0.2815493005413416
841	1297	It has tags of suzhou, china, masterofnetsgarden	3268	other	Criteria iii	Criteria vi	Criteria ii	0.4602291584014892	0.8017260804772377	Criteria i	Criteria ii	Criteria iv	0.47827178	0.8856396	False	0.2	0.2815493005413416
842	1299	It has tags of suzhou, china, masterofnetsgarden	3269	other	Criteria iii	Criteria vi	Criteria ii	0.4602291584014892	0.8017260804772377	Criteria i	Criteria ii	Criteria iv	0.47827178	0.8856396	False	0.2	0.2815493005413416
843	1304	It has tags of suzhou, china, masterofnetsgarden	3273	other	Criteria iii	Criteria vi	Criteria ii	0.4602291584014892	0.8017260804772377	Criteria i	Criteria ii	Criteria iv	0.47827178	0.8856396	False	0.2	0.2815493005413416
844	1306	It has tags of suzhou, china, humble, administrator, garden	3274	other	Criteria iii	Criteria ii	Criteria vi	0.3763517439365387	0.8793890178203583	Criteria iii	Criteria iv	Criteria ii	0.6200184	0.9017134	True	0.5	0.8330176745109832
845	1308	It has tags of suzhou, china, humble, administrator, garden	3275	other	Criteria iii	Criteria ii	Criteria vi	0.3763517439365387	0.8793890178203583	Criteria iii	Criteria iv	Criteria ii	0.6200184	0.9017134	True	0.5	0.8330176745109832
846	1310	It has tags of suzhou, china, humble, administrator, garden	3276	other	Criteria iii	Criteria ii	Criteria vi	0.3763517439365387	0.8793890178203583	Criteria iii	Criteria iv	Criteria ii	0.6200184	0.9017134	True	0.5	0.8330176745109832
847	1312	It has tags of suzhou, china, humble, administrator, garden	3277	other	Criteria iii	Criteria ii	Criteria vi	0.3763517439365387	0.8793890178203583	Criteria iii	Criteria iv	Criteria ii	0.6200184	0.9017134	True	0.5	0.8330176745109832
848	1314	It has tags of suzhou, china	3278	other	Criteria iii	Criteria vi	Criteria iv	0.446405291557312	0.7460868582129478	Criteria iii	Criteria iv	Criteria ii	0.31718975	0.7221373	True	0.5	0.9204997101823362
849	1322	It has tags of china, places	3314	other	Criteria iii	Criteria vi	Criteria iv	0.4402683079242706	0.7383455634117126	Criteria vi	Criteria iii	Criteria iv	0.29469687	0.70580506	False	1.0	0.8329413299559343
850	1324	It has tags of china, places	3315	other	Criteria iii	Criteria vi	Criteria iv	0.4402683079242706	0.7383455634117126	Criteria vi	Criteria iii	Criteria iv	0.29469687	0.70580506	False	1.0	0.8329413299559343
851	1327	It has tags of suzhou, china, masterofnetsgarden	3319	other	Criteria iii	Criteria vi	Criteria ii	0.4602291584014892	0.8017260804772377	Criteria i	Criteria ii	Criteria iv	0.47827178	0.8856396	False	0.2	0.2815493005413416
852	1329	It has tags of suzhou, china, masterofnetsgarden	3320	other	Criteria iii	Criteria vi	Criteria ii	0.4602291584014892	0.8017260804772377	Criteria i	Criteria ii	Criteria iv	0.47827178	0.8856396	False	0.2	0.2815493005413416
853	1331	It has tags of suzhou, china, masterofnetsgarden	3321	other	Criteria iii	Criteria vi	Criteria ii	0.4602291584014892	0.8017260804772377	Criteria i	Criteria ii	Criteria iv	0.47827178	0.8856396	False	0.2	0.2815493005413416
854	1333	It has tags of suzhou, china, masterofnetsgarden	3322	other	Criteria iii	Criteria vi	Criteria ii	0.4602291584014892	0.8017260804772377	Criteria i	Criteria ii	Criteria iv	0.47827178	0.8856396	False	0.2	0.2815493005413416
855	1335	It has tags of suzhou, china, humble, administrator, garden	3323	other	Criteria iii	Criteria ii	Criteria vi	0.3763517439365387	0.8793890178203583	Criteria iii	Criteria iv	Criteria ii	0.6200184	0.9017134	True	0.5	0.8330176745109832
